zone,latitude,longitude
Indo-Gangetic Plain / Himalayan Front,28.0,78.5
Indo-Gangetic Plain / Himalayan Front,28.0,79.0
Indo-Gangetic Plain / Himalayan Front,28.0,79.5
Indo-Gangetic Plain / Himalayan Front,28.0,80.0
Indo-Gangetic Plain / Himalayan Front,28.0,80.5
Indo-Gangetic Plain / Himalayan Front,28.0,81.0
Indo-Gangetic Plain / Himalayan Front,28.0,81.5
Indo-Gangetic Plain / Himalayan Front,28.0,82.0
Indo-Gangetic Plain / Himalayan Front,28.0,82.5
Indo-Gangetic Plain / Himalayan Front,28.0,83.0
Indo-Gangetic Plain / Himalayan Front,28.0,83.5
Indo-Gangetic Plain / Himalayan Front,28.0,84.0
Indo-Gangetic Plain / Himalayan Front,28.0,84.5
Indo-Gangetic Plain / Himalayan Front,28.0,85.0
Indo-Gangetic Plain / Himalayan Front,28.0,85.5
Indo-Gangetic Plain / Himalayan Front,28.0,86.0
Indo-Gangetic Plain / Himalayan Front,28.0,86.5
Indo-Gangetic Plain / Himalayan Front,28.0,87.0
Indo-Gangetic Plain / Himalayan Front,28.0,87.5
Indo-Gangetic Plain / Himalayan Front,28.0,88.0
Indo-Gangetic Plain / Himalayan Front,28.0,88.5
Indo-Gangetic Plain / Himalayan Front,28.0,89.0
Indo-Gangetic Plain / Himalayan Front,28.0,89.5
Indo-Gangetic Plain / Himalayan Front,28.0,90.0
Indo-Gangetic Plain / Himalayan Front,28.0,90.5
Indo-Gangetic Plain / Himalayan Front,28.0,91.0
Indo-Gangetic Plain / Himalayan Front,28.0,91.5
Indo-Gangetic Plain / Himalayan Front,28.0,92.0
Indo-Gangetic Plain / Himalayan Front,28.0,92.5
Indo-Gangetic Plain / Himalayan Front,28.0,93.0
Indo-Gangetic Plain / Himalayan Front,28.0,93.5
Indo-Gangetic Plain / Himalayan Front,28.0,94.0
Indo-Gangetic Plain / Himalayan Front,28.0,94.5
Indo-Gangetic Plain / Himalayan Front,28.0,95.0
Kachchh-Gujarat Rift,23.0,69.0
Kachchh-Gujarat Rift,23.0,69.5
Kachchh-Gujarat Rift,23.0,70.0
Kachchh-Gujarat Rift,23.0,70.5
Kachchh-Gujarat Rift,23.0,71.0
Kachchh-Gujarat Rift,23.0,71.5
Kachchh-Gujarat Rift,23.0,72.0
Makran Subduction Zone,24.0,60.0
Makran Subduction Zone,24.0,60.5
Makran Subduction Zone,24.0,61.0
Makran Subduction Zone,24.0,61.5
Makran Subduction Zone,24.0,62.0
Makran Subduction Zone,24.0,62.5
Makran Subduction Zone,24.0,63.0
Makran Subduction Zone,24.0,63.5
Makran Subduction Zone,24.0,64.0
Makran Subduction Zone,24.0,64.5
Makran Subduction Zone,24.0,65.0
Makran Subduction Zone,24.0,65.5
Makran Subduction Zone,24.0,66.0
Makran Subduction Zone,24.0,66.5
Makran Subduction Zone,24.0,67.0
Makran Subduction Zone,24.0,67.5
Makran Subduction Zone,24.0,68.0
Makran Subduction Zone,24.0,68.5
Makran Subduction Zone,24.0,69.0
Makran Subduction Zone,24.0,69.5
Makran Subduction Zone,24.0,70.0
Makran Subduction Zone,24.5,60.0
Makran Subduction Zone,24.5,60.5
Makran Subduction Zone,24.5,61.0
Makran Subduction Zone,24.5,61.5
Makran Subduction Zone,24.5,62.0
Makran Subduction Zone,24.5,62.5
Makran Subduction Zone,24.5,63.0
Makran Subduction Zone,24.5,63.5
Makran Subduction Zone,24.5,64.0
Makran Subduction Zone,24.5,64.5
Makran Subduction Zone,24.5,65.0
Makran Subduction Zone,24.5,65.5
Makran Subduction Zone,24.5,66.0
Makran Subduction Zone,24.5,66.5
Makran Subduction Zone,24.5,67.0
Makran Subduction Zone,24.5,67.5
Makran Subduction Zone,24.5,68.0
Makran Subduction Zone,24.5,68.5
Makran Subduction Zone,24.5,69.0
Makran Subduction Zone,24.5,69.5
Makran Subduction Zone,24.5,70.0
Makran Subduction Zone,25.0,60.0
Makran Subduction Zone,25.0,60.5
Makran Subduction Zone,25.0,61.0
Makran Subduction Zone,25.0,61.5
Makran Subduction Zone,25.0,62.0
Makran Subduction Zone,25.0,62.5
Makran Subduction Zone,25.0,63.0
Makran Subduction Zone,25.0,63.5
Makran Subduction Zone,25.0,64.0
Makran Subduction Zone,25.0,64.5
Makran Subduction Zone,25.0,65.0
Makran Subduction Zone,25.0,65.5
Makran Subduction Zone,25.0,66.0
Makran Subduction Zone,25.0,66.5
Makran Subduction Zone,25.0,67.0
Makran Subduction Zone,25.0,67.5
Makran Subduction Zone,25.0,68.0
Makran Subduction Zone,25.0,68.5
Makran Subduction Zone,25.0,69.0
Makran Subduction Zone,25.0,69.5
Makran Subduction Zone,25.0,70.0
Indo-Burmese Arc,20.0,94.0
Indo-Burmese Arc,20.5,94.0
Indo-Burmese Arc,21.0,94.0
Indo-Burmese Arc,21.5,94.0
Indo-Burmese Arc,22.0,94.0
Indo-Burmese Arc,22.5,94.0
Indo-Burmese Arc,23.0,94.0
Indo-Burmese Arc,23.5,94.0
Indo-Burmese Arc,24.0,94.0
Indo-Burmese Arc,24.5,94.0
Indo-Burmese Arc,25.0,94.0
Indo-Burmese Arc,25.5,94.0
Indo-Burmese Arc,26.0,94.0
Indo-Burmese Arc,26.5,94.0
Indo-Burmese Arc,27.0,94.0
Ninety East Ridge,-10.0,90.0
Ninety East Ridge,-9.5,90.0
Ninety East Ridge,-9.0,90.0
Ninety East Ridge,-8.5,90.0
Ninety East Ridge,-8.0,90.0
Ninety East Ridge,-7.5,90.0
Ninety East Ridge,-7.0,90.0
Ninety East Ridge,-6.5,90.0
Ninety East Ridge,-6.0,90.0
Ninety East Ridge,-5.5,90.0
Ninety East Ridge,-5.0,90.0
Ninety East Ridge,-4.5,90.0
Ninety East Ridge,-4.0,90.0
Ninety East Ridge,-3.5,90.0
Ninety East Ridge,-3.0,90.0
Ninety East Ridge,-2.5,90.0
Ninety East Ridge,-2.0,90.0
Ninety East Ridge,-1.5,90.0
Ninety East Ridge,-1.0,90.0
Ninety East Ridge,-0.5,90.0
Ninety East Ridge,0.0,90.0
Ninety East Ridge,0.5,90.0
Ninety East Ridge,1.0,90.0
Ninety East Ridge,1.5,90.0
Ninety East Ridge,2.0,90.0
Ninety East Ridge,2.5,90.0
Ninety East Ridge,3.0,90.0
Ninety East Ridge,3.5,90.0
Ninety East Ridge,4.0,90.0
Ninety East Ridge,4.5,90.0
Ninety East Ridge,5.0,90.0
Ninety East Ridge,5.5,90.0
Ninety East Ridge,6.0,90.0
Ninety East Ridge,6.5,90.0
Ninety East Ridge,7.0,90.0
Ninety East Ridge,7.5,90.0
Ninety East Ridge,8.0,90.0
Ninety East Ridge,8.5,90.0
Ninety East Ridge,9.0,90.0
Ninety East Ridge,9.5,90.0
Ninety East Ridge,10.0,90.0
East Anatolian Fault (Turkey),36.0,35.0
East Anatolian Fault (Turkey),36.0,35.5
East Anatolian Fault (Turkey),36.0,36.0
East Anatolian Fault (Turkey),36.0,36.5
East Anatolian Fault (Turkey),36.0,37.0
East Anatolian Fault (Turkey),36.0,37.5
East Anatolian Fault (Turkey),36.0,38.0
East Anatolian Fault (Turkey),36.0,38.5
East Anatolian Fault (Turkey),36.0,39.0
East Anatolian Fault (Turkey),36.0,39.5
East Anatolian Fault (Turkey),36.0,40.0
East Anatolian Fault (Turkey),36.5,35.0
East Anatolian Fault (Turkey),36.5,35.5
East Anatolian Fault (Turkey),36.5,36.0
East Anatolian Fault (Turkey),36.5,36.5
East Anatolian Fault (Turkey),36.5,37.0
East Anatolian Fault (Turkey),36.5,37.5
East Anatolian Fault (Turkey),36.5,38.0
East Anatolian Fault (Turkey),36.5,38.5
East Anatolian Fault (Turkey),36.5,39.0
East Anatolian Fault (Turkey),36.5,39.5
East Anatolian Fault (Turkey),36.5,40.0
East Anatolian Fault (Turkey),37.0,35.0
East Anatolian Fault (Turkey),37.0,35.5
East Anatolian Fault (Turkey),37.0,36.0
East Anatolian Fault (Turkey),37.0,36.5
East Anatolian Fault (Turkey),37.0,37.0
East Anatolian Fault (Turkey),37.0,37.5
East Anatolian Fault (Turkey),37.0,38.0
East Anatolian Fault (Turkey),37.0,38.5
East Anatolian Fault (Turkey),37.0,39.0
East Anatolian Fault (Turkey),37.0,39.5
East Anatolian Fault (Turkey),37.0,40.0
East Anatolian Fault (Turkey),37.5,35.0
East Anatolian Fault (Turkey),37.5,35.5
East Anatolian Fault (Turkey),37.5,36.0
East Anatolian Fault (Turkey),37.5,36.5
East Anatolian Fault (Turkey),37.5,37.0
East Anatolian Fault (Turkey),37.5,37.5
East Anatolian Fault (Turkey),37.5,38.0
East Anatolian Fault (Turkey),37.5,38.5
East Anatolian Fault (Turkey),37.5,39.0
East Anatolian Fault (Turkey),37.5,39.5
East Anatolian Fault (Turkey),37.5,40.0
East Anatolian Fault (Turkey),38.0,35.0
East Anatolian Fault (Turkey),38.0,35.5
East Anatolian Fault (Turkey),38.0,36.0
East Anatolian Fault (Turkey),38.0,36.5
East Anatolian Fault (Turkey),38.0,37.0
East Anatolian Fault (Turkey),38.0,37.5
East Anatolian Fault (Turkey),38.0,38.0
East Anatolian Fault (Turkey),38.0,38.5
East Anatolian Fault (Turkey),38.0,39.0
East Anatolian Fault (Turkey),38.0,39.5
East Anatolian Fault (Turkey),38.0,40.0
North Anatolian Fault (Turkey),40.7,26.0
North Anatolian Fault (Turkey),40.7,26.5
North Anatolian Fault (Turkey),40.7,27.0
North Anatolian Fault (Turkey),40.7,27.5
North Anatolian Fault (Turkey),40.7,28.0
North Anatolian Fault (Turkey),40.7,28.5
North Anatolian Fault (Turkey),40.7,29.0
North Anatolian Fault (Turkey),40.7,29.5
North Anatolian Fault (Turkey),40.7,30.0
North Anatolian Fault (Turkey),40.7,30.5
North Anatolian Fault (Turkey),40.7,31.0
North Anatolian Fault (Turkey),40.7,31.5
North Anatolian Fault (Turkey),40.7,32.0
North Anatolian Fault (Turkey),40.7,32.5
North Anatolian Fault (Turkey),40.7,33.0
North Anatolian Fault (Turkey),40.7,33.5
North Anatolian Fault (Turkey),40.7,34.0
North Anatolian Fault (Turkey),40.7,34.5
North Anatolian Fault (Turkey),40.7,35.0
North Anatolian Fault (Turkey),40.7,35.5
North Anatolian Fault (Turkey),40.7,36.0
North Anatolian Fault (Turkey),40.7,36.5
North Anatolian Fault (Turkey),40.7,37.0
North Anatolian Fault (Turkey),40.7,37.5
North Anatolian Fault (Turkey),40.7,38.0
North Anatolian Fault (Turkey),40.7,38.5
North Anatolian Fault (Turkey),40.7,39.0
North Anatolian Fault (Turkey),40.7,39.5
North Anatolian Fault (Turkey),40.7,40.0
San Andreas Fault (California),33.0,-124.0
San Andreas Fault (California),33.0,-123.5
San Andreas Fault (California),33.0,-123.0
San Andreas Fault (California),33.0,-122.5
San Andreas Fault (California),33.0,-122.0
San Andreas Fault (California),33.0,-121.5
San Andreas Fault (California),33.0,-121.0
San Andreas Fault (California),33.0,-120.5
San Andreas Fault (California),33.0,-120.0
San Andreas Fault (California),33.0,-119.5
San Andreas Fault (California),33.0,-119.0
San Andreas Fault (California),33.0,-118.5
San Andreas Fault (California),33.0,-118.0
San Andreas Fault (California),33.0,-117.5
San Andreas Fault (California),33.0,-117.0
San Andreas Fault (California),33.0,-116.5
San Andreas Fault (California),33.0,-116.0
San Andreas Fault (California),33.0,-115.5
San Andreas Fault (California),33.0,-115.0
San Andreas Fault (California),33.5,-124.0
San Andreas Fault (California),33.5,-123.5
San Andreas Fault (California),33.5,-123.0
San Andreas Fault (California),33.5,-122.5
San Andreas Fault (California),33.5,-122.0
San Andreas Fault (California),33.5,-121.5
San Andreas Fault (California),33.5,-121.0
San Andreas Fault (California),33.5,-120.5
San Andreas Fault (California),33.5,-120.0
San Andreas Fault (California),33.5,-119.5
San Andreas Fault (California),33.5,-119.0
San Andreas Fault (California),33.5,-118.5
San Andreas Fault (California),33.5,-118.0
San Andreas Fault (California),33.5,-117.5
San Andreas Fault (California),33.5,-117.0
San Andreas Fault (California),33.5,-116.5
San Andreas Fault (California),33.5,-116.0
San Andreas Fault (California),33.5,-115.5
San Andreas Fault (California),33.5,-115.0
San Andreas Fault (California),34.0,-124.0
San Andreas Fault (California),34.0,-123.5
San Andreas Fault (California),34.0,-123.0
San Andreas Fault (California),34.0,-122.5
San Andreas Fault (California),34.0,-122.0
San Andreas Fault (California),34.0,-121.5
San Andreas Fault (California),34.0,-121.0
San Andreas Fault (California),34.0,-120.5
San Andreas Fault (California),34.0,-120.0
San Andreas Fault (California),34.0,-119.5
San Andreas Fault (California),34.0,-119.0
San Andreas Fault (California),34.0,-118.5
San Andreas Fault (California),34.0,-118.0
San Andreas Fault (California),34.0,-117.5
San Andreas Fault (California),34.0,-117.0
San Andreas Fault (California),34.0,-116.5
San Andreas Fault (California),34.0,-116.0
San Andreas Fault (California),34.0,-115.5
San Andreas Fault (California),34.0,-115.0
San Andreas Fault (California),34.5,-124.0
San Andreas Fault (California),34.5,-123.5
San Andreas Fault (California),34.5,-123.0
San Andreas Fault (California),34.5,-122.5
San Andreas Fault (California),34.5,-122.0
San Andreas Fault (California),34.5,-121.5
San Andreas Fault (California),34.5,-121.0
San Andreas Fault (California),34.5,-120.5
San Andreas Fault (California),34.5,-120.0
San Andreas Fault (California),34.5,-119.5
San Andreas Fault (California),34.5,-119.0
San Andreas Fault (California),34.5,-118.5
San Andreas Fault (California),34.5,-118.0
San Andreas Fault (California),34.5,-117.5
San Andreas Fault (California),34.5,-117.0
San Andreas Fault (California),34.5,-116.5
San Andreas Fault (California),34.5,-116.0
San Andreas Fault (California),34.5,-115.5
San Andreas Fault (California),34.5,-115.0
San Andreas Fault (California),35.0,-124.0
San Andreas Fault (California),35.0,-123.5
San Andreas Fault (California),35.0,-123.0
San Andreas Fault (California),35.0,-122.5
San Andreas Fault (California),35.0,-122.0
San Andreas Fault (California),35.0,-121.5
San Andreas Fault (California),35.0,-121.0
San Andreas Fault (California),35.0,-120.5
San Andreas Fault (California),35.0,-120.0
San Andreas Fault (California),35.0,-119.5
San Andreas Fault (California),35.0,-119.0
San Andreas Fault (California),35.0,-118.5
San Andreas Fault (California),35.0,-118.0
San Andreas Fault (California),35.0,-117.5
San Andreas Fault (California),35.0,-117.0
San Andreas Fault (California),35.0,-116.5
San Andreas Fault (California),35.0,-116.0
San Andreas Fault (California),35.0,-115.5
San Andreas Fault (California),35.0,-115.0
San Andreas Fault (California),35.5,-124.0
San Andreas Fault (California),35.5,-123.5
San Andreas Fault (California),35.5,-123.0
San Andreas Fault (California),35.5,-122.5
San Andreas Fault (California),35.5,-122.0
San Andreas Fault (California),35.5,-121.5
San Andreas Fault (California),35.5,-121.0
San Andreas Fault (California),35.5,-120.5
San Andreas Fault (California),35.5,-120.0
San Andreas Fault (California),35.5,-119.5
San Andreas Fault (California),35.5,-119.0
San Andreas Fault (California),35.5,-118.5
San Andreas Fault (California),35.5,-118.0
San Andreas Fault (California),35.5,-117.5
San Andreas Fault (California),35.5,-117.0
San Andreas Fault (California),35.5,-116.5
San Andreas Fault (California),35.5,-116.0
San Andreas Fault (California),35.5,-115.5
San Andreas Fault (California),35.5,-115.0
San Andreas Fault (California),36.0,-124.0
San Andreas Fault (California),36.0,-123.5
San Andreas Fault (California),36.0,-123.0
San Andreas Fault (California),36.0,-122.5
San Andreas Fault (California),36.0,-122.0
San Andreas Fault (California),36.0,-121.5
San Andreas Fault (California),36.0,-121.0
San Andreas Fault (California),36.0,-120.5
San Andreas Fault (California),36.0,-120.0
San Andreas Fault (California),36.0,-119.5
San Andreas Fault (California),36.0,-119.0
San Andreas Fault (California),36.0,-118.5
San Andreas Fault (California),36.0,-118.0
San Andreas Fault (California),36.0,-117.5
San Andreas Fault (California),36.0,-117.0
San Andreas Fault (California),36.0,-116.5
San Andreas Fault (California),36.0,-116.0
San Andreas Fault (California),36.0,-115.5
San Andreas Fault (California),36.0,-115.0
San Andreas Fault (California),36.5,-124.0
San Andreas Fault (California),36.5,-123.5
San Andreas Fault (California),36.5,-123.0
San Andreas Fault (California),36.5,-122.5
San Andreas Fault (California),36.5,-122.0
San Andreas Fault (California),36.5,-121.5
San Andreas Fault (California),36.5,-121.0
San Andreas Fault (California),36.5,-120.5
San Andreas Fault (California),36.5,-120.0
San Andreas Fault (California),36.5,-119.5
San Andreas Fault (California),36.5,-119.0
San Andreas Fault (California),36.5,-118.5
San Andreas Fault (California),36.5,-118.0
San Andreas Fault (California),36.5,-117.5
San Andreas Fault (California),36.5,-117.0
San Andreas Fault (California),36.5,-116.5
San Andreas Fault (California),36.5,-116.0
San Andreas Fault (California),36.5,-115.5
San Andreas Fault (California),36.5,-115.0
San Andreas Fault (California),37.0,-124.0
San Andreas Fault (California),37.0,-123.5
San Andreas Fault (California),37.0,-123.0
San Andreas Fault (California),37.0,-122.5
San Andreas Fault (California),37.0,-122.0
San Andreas Fault (California),37.0,-121.5
San Andreas Fault (California),37.0,-121.0
San Andreas Fault (California),37.0,-120.5
San Andreas Fault (California),37.0,-120.0
San Andreas Fault (California),37.0,-119.5
San Andreas Fault (California),37.0,-119.0
San Andreas Fault (California),37.0,-118.5
San Andreas Fault (California),37.0,-118.0
San Andreas Fault (California),37.0,-117.5
San Andreas Fault (California),37.0,-117.0
San Andreas Fault (California),37.0,-116.5
San Andreas Fault (California),37.0,-116.0
San Andreas Fault (California),37.0,-115.5
San Andreas Fault (California),37.0,-115.0
San Andreas Fault (California),37.5,-124.0
San Andreas Fault (California),37.5,-123.5
San Andreas Fault (California),37.5,-123.0
San Andreas Fault (California),37.5,-122.5
San Andreas Fault (California),37.5,-122.0
San Andreas Fault (California),37.5,-121.5
San Andreas Fault (California),37.5,-121.0
San Andreas Fault (California),37.5,-120.5
San Andreas Fault (California),37.5,-120.0
San Andreas Fault (California),37.5,-119.5
San Andreas Fault (California),37.5,-119.0
San Andreas Fault (California),37.5,-118.5
San Andreas Fault (California),37.5,-118.0
San Andreas Fault (California),37.5,-117.5
San Andreas Fault (California),37.5,-117.0
San Andreas Fault (California),37.5,-116.5
San Andreas Fault (California),37.5,-116.0
San Andreas Fault (California),37.5,-115.5
San Andreas Fault (California),37.5,-115.0
San Andreas Fault (California),38.0,-124.0
San Andreas Fault (California),38.0,-123.5
San Andreas Fault (California),38.0,-123.0
San Andreas Fault (California),38.0,-122.5
San Andreas Fault (California),38.0,-122.0
San Andreas Fault (California),38.0,-121.5
San Andreas Fault (California),38.0,-121.0
San Andreas Fault (California),38.0,-120.5
San Andreas Fault (California),38.0,-120.0
San Andreas Fault (California),38.0,-119.5
San Andreas Fault (California),38.0,-119.0
San Andreas Fault (California),38.0,-118.5
San Andreas Fault (California),38.0,-118.0
San Andreas Fault (California),38.0,-117.5
San Andreas Fault (California),38.0,-117.0
San Andreas Fault (California),38.0,-116.5
San Andreas Fault (California),38.0,-116.0
San Andreas Fault (California),38.0,-115.5
San Andreas Fault (California),38.0,-115.0
San Andreas Fault (California),38.5,-124.0
San Andreas Fault (California),38.5,-123.5
San Andreas Fault (California),38.5,-123.0
San Andreas Fault (California),38.5,-122.5
San Andreas Fault (California),38.5,-122.0
San Andreas Fault (California),38.5,-121.5
San Andreas Fault (California),38.5,-121.0
San Andreas Fault (California),38.5,-120.5
San Andreas Fault (California),38.5,-120.0
San Andreas Fault (California),38.5,-119.5
San Andreas Fault (California),38.5,-119.0
San Andreas Fault (California),38.5,-118.5
San Andreas Fault (California),38.5,-118.0
San Andreas Fault (California),38.5,-117.5
San Andreas Fault (California),38.5,-117.0
San Andreas Fault (California),38.5,-116.5
San Andreas Fault (California),38.5,-116.0
San Andreas Fault (California),38.5,-115.5
San Andreas Fault (California),38.5,-115.0
San Andreas Fault (California),39.0,-124.0
San Andreas Fault (California),39.0,-123.5
San Andreas Fault (California),39.0,-123.0
San Andreas Fault (California),39.0,-122.5
San Andreas Fault (California),39.0,-122.0
San Andreas Fault (California),39.0,-121.5
San Andreas Fault (California),39.0,-121.0
San Andreas Fault (California),39.0,-120.5
San Andreas Fault (California),39.0,-120.0
San Andreas Fault (California),39.0,-119.5
San Andreas Fault (California),39.0,-119.0
San Andreas Fault (California),39.0,-118.5
San Andreas Fault (California),39.0,-118.0
San Andreas Fault (California),39.0,-117.5
San Andreas Fault (California),39.0,-117.0
San Andreas Fault (California),39.0,-116.5
San Andreas Fault (California),39.0,-116.0
San Andreas Fault (California),39.0,-115.5
San Andreas Fault (California),39.0,-115.0
San Andreas Fault (California),39.5,-124.0
San Andreas Fault (California),39.5,-123.5
San Andreas Fault (California),39.5,-123.0
San Andreas Fault (California),39.5,-122.5
San Andreas Fault (California),39.5,-122.0
San Andreas Fault (California),39.5,-121.5
San Andreas Fault (California),39.5,-121.0
San Andreas Fault (California),39.5,-120.5
San Andreas Fault (California),39.5,-120.0
San Andreas Fault (California),39.5,-119.5
San Andreas Fault (California),39.5,-119.0
San Andreas Fault (California),39.5,-118.5
San Andreas Fault (California),39.5,-118.0
San Andreas Fault (California),39.5,-117.5
San Andreas Fault (California),39.5,-117.0
San Andreas Fault (California),39.5,-116.5
San Andreas Fault (California),39.5,-116.0
San Andreas Fault (California),39.5,-115.5
San Andreas Fault (California),39.5,-115.0
San Andreas Fault (California),40.0,-124.0
San Andreas Fault (California),40.0,-123.5
San Andreas Fault (California),40.0,-123.0
San Andreas Fault (California),40.0,-122.5
San Andreas Fault (California),40.0,-122.0
San Andreas Fault (California),40.0,-121.5
San Andreas Fault (California),40.0,-121.0
San Andreas Fault (California),40.0,-120.5
San Andreas Fault (California),40.0,-120.0
San Andreas Fault (California),40.0,-119.5
San Andreas Fault (California),40.0,-119.0
San Andreas Fault (California),40.0,-118.5
San Andreas Fault (California),40.0,-118.0
San Andreas Fault (California),40.0,-117.5
San Andreas Fault (California),40.0,-117.0
San Andreas Fault (California),40.0,-116.5
San Andreas Fault (California),40.0,-116.0
San Andreas Fault (California),40.0,-115.5
San Andreas Fault (California),40.0,-115.0
Alpine Fault (New Zealand),-45.0,170.0
Alpine Fault (New Zealand),-44.5,170.0
Alpine Fault (New Zealand),-44.0,170.0
Alpine Fault (New Zealand),-43.5,170.0
Alpine Fault (New Zealand),-43.0,170.0
Alpine Fault (New Zealand),-42.5,170.0
Alpine Fault (New Zealand),-42.0,170.0
